bookID,title,authors,average_rating,isbn,  num_pages,publication_date,publisher,
663,For the New Intellectual: The Philosophy of Ayn Rand,Ayn Rand,3.68,451163087,224,12/1/63,Signet Book,
664,The Fountainhead,Ayn Rand,3.87,452286751,752,4/26/05,Dutton,
665,The Virtue of Selfishness: A New Concept of Egoism,Ayn Rand/Nathaniel Branden,3.51,451163931,176,11/1/64,Signet,
667,Anthem,Ayn Rand,3.63,452281253,105,12/1/99,NAL,
668,We the Living,Ayn Rand/Leonard Peikoff,3.91,451187849,464,1/1/96,Signet,
669,Capitalism: The Unknown Ideal,Ayn Rand/Nathaniel Branden/Alan Greenspan/Robert Hessen,3.88,451147952,340,7/15/86,Signet,
670,Letters of Ayn Rand,Ayn Rand/Michael S. Berliner/Leonard Peikoff,3.96,452274044,681,2/1/97,NAL,
672,Sailing for Dummies,J.J. Isler/Peter Isler,3.95,471791431,416,6/1/06,For Dummies,
675,Sailing from Byzantium: How a Lost Empire Shaped the World,Colin  Wells,3.88,553803816,368,7/25/06,Delacorte Press,
676,Sailing Alone Around the Room: New and Selected Poems,Billy Collins,4.23,375755195,192,9/17/02,Random House Trade Paperbacks,
678,The Greatest Sailing Stories Ever Told: Twenty-Seven Unforgettable Stories,Christopher Caswell,3.62,1592283195,286,4/1/04,Lyons Press,
681,"Natural Cures ""They"" Don't Want You to Know about",Kevin Trudeau,3.09,975599518,571,1/1/04,Alliance Publishing,
685,The Natural,Bernard Malamud/Kevin Baker,3.63,374502005,231,7/7/03,Farrar Straus Giroux,
698,Digging to America,Anne Tyler,3.55,307263940,277,5/2/06,Alfred A. Knopf,
700,Rereading America: Cultural Contexts for Critical Thinking and Writing,Gary Colombo/Bonnie Lisle,3.77,312405545,826,1/21/04,Bedford Books,
702,Modern Latin America,Thomas E. Skidmore/Peter H. Smith,3.59,019517013X,528,10/7/04,Oxford University Press  USA,
703,The Plot Against America,Philip Roth,3.77,1400079497,391,9/27/05,Vintage International,
707,Naked Pictures of Famous People,Jon   Stewart,3.59,688171621,164,9/22/99,Dey Street Books,
759,Collected Stories,Gabriel García Márquez/Gregory Rabassa/J.S. Bernstein,4.19,60932686,352,5/13/08,Harper Perennial Modern Classics,
762,Crónica de una muerte anunciada,Gabriel García Márquez,3.97,1400034957,118,10/14/03,Vintage Espanol,
763,Cien años de soledad,Gabriel García Márquez,4.07,307350428,496,2/7/06,Plaza y Janes,
764,Del amor y otros demonios,Gabriel García Márquez,3.98,307350444,176,2/7/06,Plaza y Janes,
765,Living to Tell the Tale,Gabriel García Márquez/Edith Grossman,3.99,140003454X,533,10/12/04,Vintage,
766,Memoria de mis putas tristes,Gabriel García Márquez,3.6,1400095808,112,10/19/04,Vintage Espanol,
771,The Elegant Universe: Superstrings  Hidden Dimensions  and the Quest for the Ultimate Theory,Brian Greene,4.07,375708111,425,9/2/04,Vintage Books USA,
775,Pure and Simple: The Extraordinary Teachings of a Thai Buddhist Laywoman,Upasika Kee Nanayon/Thanissaro Bhikkhu,4.29,086171492X,288,5/15/05,Wisdom Publications,
787,The Mini Rough Guide to London,Rob Humphreys/Beth Chaplin/Rebecca Morrill,3.75,184353584X,363,4/1/06,Rough Guides,
793,Best of London (Lonely Planet Best Of),Lonely Planet/Sarah Johnstone/Steve Fallon,3.83,1740594770,128,9/1/04,Lonely Planet,
797,Lonely Planet Londres,Lonely Planet/Sarah Johnstone/Tom Masters,4.03,8408064762,480,5/1/06,Geoplaneta,
799,Out to Eat London 2002 (Lonely Planet Out to Eat),Lonely Planet/Mark Honan,0,1740592050,295,9/1/01,Lonely Planet,
815,Three Nights in August: Strategy  Heartbreak  and Joy Inside the Mind of a Manager,H.G. Bissinger,3.88,618710531,287,4/4/06,Mariner Books,
816,Cryptonomicon,Neal Stephenson,4.25,60512806,1139,11/1/02,Avon,
821,Le Réseau Kinakuta (Cryptonomicon  #2),Neal Stephenson,4.1,2228894168,418,3/31/01,Payot,
822,The Confusion (The Baroque Cycle  #2),Neal Stephenson,4.26,60733357,815,6/14/05,William Morrow Paperbacks,
823,Quicksilver (The Baroque Cycle  #1),Neal Stephenson,3.93,60593083,927,9/21/04,HarperCollins Perennial,
824,The Cobweb,Neal Stephenson/J. Frederick George,3.61,553383442,448,5/31/05,Spectra Books,
826,The Big U,Neal Stephenson,3.25,380816032,308,2/6/01,William Morrow Paperbacks,
827,The Diamond Age: Or  A Young Lady's Illustrated Primer,Neal Stephenson/Pedro Jorge Romero,4.19,553380966,499,5/2/00,Spectra,
828,Interface,Neal Stephenson/George F. Jewsbury/Stephen  Bury,3.68,553383434,640,5/31/05,Spectra,
829,Odalisque (The Baroque Cycle  Vol. 1  Book 3),Neal Stephenson,4.2,60833181,464,3/28/06,HarperTorch,
830,Snow Crash,Neal Stephenson/Guy Abadia,4.03,553380958,438,8/2/00,Bantam Books,
834,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume II: The Endgame,Dan Harrington/Bill Robertie,4.16,1880685353,450,6/1/05,Two Plus Two Publishing LLC,
835,Harrington on Hold 'em: Expert Strategy for No-Limit Tournaments  Volume I: Strategic Play,Dan Harrington/Bill Robertie,4.24,1880685337,381,12/1/04,Two Plus Two Publishing LLC,
840,The Design of Everyday Things,Donald A. Norman,4.17,465067107,240,9/19/02,Basic Books,
841,Emotional Design: Why We Love (or Hate) Everyday Things,Donald A. Norman,3.95,465051367,272,5/11/05,Basic Books,
842,The Psychology of Everyday Things,Donald A. Norman,4.17,465067093,257,6/13/88,Basic Books,
848,No Price Too High: A Pentecostal Preacher Becomes Catholic - The Inspirational Story of Alex Jones as Told to Diane Hanson,Alex C. Jones/Diane M. Hanson/Stephen K. Ray,4.27,898709199,259,4/30/06,Ignatius Press,
864,The Alchemist,Paulo Coelho/Alan R. Clarke/James Noel Smith,3.86,60887966,192,5/2/06,HarperOne,
865,The Alchemist,Paulo Coelho/Alan R. Clarke/Özdemir İnce,3.86,61122416,197,5/1/93,HarperCollins,
866,Fullmetal Alchemist  Vol. 9 (Fullmetal Alchemist  #9),Hiromu Arakawa/Akira Watanabe,4.57,142150460X,192,9/19/06,VIZ Media LLC,
868,Fullmetal Alchemist  Vol. 3 (Fullmetal Alchemist  #3),Hiromu Arakawa/Akira Watanabe,4.56,1591169259,192,9/13/05,VIZ Media LLC,
869,Fullmetal Alchemist  Vol. 8 (Fullmetal Alchemist  #8),Hiromu Arakawa/Akira Watanabe,4.57,1421504596,192,7/18/06,VIZ Media LLC,
870,Fullmetal Alchemist  Vol. 1 (Fullmetal Alchemist  #1),Hiromu Arakawa/Akira Watanabe,4.5,1591169208,192,5/3/05,VIZ Media LLC,
871,Fullmetal Alchemist  Vol. 4 (Fullmetal Alchemist  #4),Hiromu Arakawa/Akira Watanabe,4.55,1591169291,200,11/8/05,VIZ Media LLC,
872,The Illustrated Alchemist: A Fable about Following Your Dream,Paulo Coelho/Alan R. Clarke/Mœbius,3.86,006019250X,198,11/1/98,HarperCollins Publishers,
873,Fullmetal Alchemist  Vol. 2 (Fullmetal Alchemist  #2),Hiromu Arakawa/Akira Watanabe,4.52,1591169232,192,7/5/05,VIZ Media LLC,
880,Pompeii,Robert   Harris,3.82,812974611,274,11/8/05,Random House Trade Paperbacks,
888,The Last Days of Pompeii,Edward Bulwer-Lytton/John Gregory Betancourt,3.6,158715739X,360,12/3/02,Borgo Press,
890,Of Mice and Men,John Steinbeck,3.87,142000671,103,1/8/02,Penguin Books,
900,The Game: Penetrating the Secret Society of Pickup Artists,Neil Strauss,3.74,60554738,464,9/6/05,It Books,
902,The Westing Game,Ellen Raskin,4.02,014240120X,182,4/12/04,Puffin,
903,The Egypt Game,Zilpha Keatley Snyder,3.83,808553038,215,7/7/09,Turtleback Books,
929,Memoirs of a Geisha,Arthur Golden,4.11,1400096898,503,11/22/05,Vintage Books USA,
930,Memoirs of a Geisha,Arthur Golden,4.11,739326228,434,11/15/05,Random House Large Print Publishing,
931,Memoirs of a Geisha,Arthur Golden,4.11,99498189,497,12/1/05,Vintage,
932,Memoirs of a Geisha: A Portrait of the Film,David        James/Peggy Mulloy/Rob Marshall/Arthur Golden,4.08,1557046832,144,10/20/05,Newmarket Press,
933,Memoirs of a Geisha,Arthur Golden,4.11,99771519,497,6/4/98,Vintage,
935,Geisha of Gion,Mineko Iwasaki/Rande Brown,3.93,074343059X,334,5/6/03,Pocket Books,
941,Love As A Foreign Language #5,J. Torres/Eric  Kim,3.44,1932664394,58,2/1/06,Oni Press,
944,Jungle Love,Margaret Johnson/Philip Prowse,3.41,521750849,95,8/1/02,Cambridge University Press,
955,The 5 Love Languages / The 5 Love Languages Journal,Gary Chapman,4.7,802415318,0,1/1/05,Moody Publishers,
960,Angels & Demons (Robert Langdon  #1),Dan Brown,3.89,1416524797,736,4/1/06,Pocket Books,
965,Ángeles y demonios (Robert Langdon  #1),Dan Brown,3.89,849561877X,508,12/1/05,Umbriel,
966,Angeles & Demonios,Dan Brown/Raúl Amundaray,3.89,972859896,18,12/1/05,FonoLibro,
968,The Da Vinci Code (Robert Langdon  #2),Dan Brown,3.84,307277674,489,3/28/06,Anchor,
969,The Da Vinci Code,Dan Brown,3.84,076792603X,467,3/28/06,Broadway Books,
972,Da Vinci Code (Robert Langdon  #2),Dan Brown/Daniel Roche,3.84,2266144340,744,5/3/05,Pocket,
975,Deception Point,Dan Brown,3.71,1416524800,736,4/1/06,Pocket Books,
977,Deception Point,Dan Brown,3.71,552151769,585,5/1/04,Corgi Books,
980,Deception Point,Dan Brown,3.71,593055071,448,8/1/05,Bantam Press,
987,A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,383,2/1/05,Pinnacle,
998,The Millionaire Next Door: The Surprising Secrets of America's Wealthy,Thomas J. Stanley/William D. Danko,4.03,671015206,258,10/1/98,Gallery Books,
1005,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,Napoleon Hill,4.18,1585424331,320,9/1/05,Tarcherperigee,
1007,Think and Grow Rich,Napoleon Hill,4.18,1932429239,368,8/7/04,High Roads Media,
1014,Pragmatic Version Control: Using Subversion (The Pragmatic Starter Kit Series),Mike   Mason,3.58,977616657,256,6/7/06,Pragmatic Bookshelf,
1022,Read My Lips: Sexual Subversion and the End of Gender,Riki Anne Wilchins,3.95,1563410907,288,6/1/05,Firebrand Books,
1032,Trump: The Art of the Deal,Donald J. Trump/Tony Schwartz,3.66,345479173,384,12/28/04,Ballantine Books,
1052,The Richest Man in Babylon,George S. Clason,4.26,451205367,194,2/1/08,Berkley Books,
1053,The Richest Man in Babylon,George S. Clason,4.26,1419349996,4,6/17/05,Recorded Books  Inc.,
1059,Shibumi,Trevanian/Gisela Stege,4.21,1400098033,480,5/10/05,Broadway Books,
1067,1776,David McCullough,4.07,743226720,386,7/4/06,Simon  Schuster,
1068,1776,Peter  Stone/Sherman Edwards,4.22,140481397,192,11/18/76,Penguin Books,
1073,The Crescent Obscured: The United States and the Muslim World  1776-1815,Robert J. Allison,3.62,226014908,284,7/15/00,University of Chicago Press,
1078,The Good Earth (House of Earth  #1),Pearl S. Buck,3.98,1416500189,418,3/4/09,Howard Publishing Co,
1090,Purpose Driven Life - For Commuters: What on Earth Am I Here For?,Rick Warren,3.93,310258979,5,3/15/05,Zondervan,
1097,Fast Food Nation: The Dark Side of the All-American Meal,Eric Schlosser,3.74,60838582,399,7/5/05,Harper Perennial,
1099,Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,141006870,384,4/4/02,Penguin Books,
1103,Snow Flower and the Secret Fan,Lisa See,4.07,812968069,269,2/21/06,Random House,
1110,The Broker,John Grisham,3.78,385340540,422,9/26/06,Delta,
1111,The Power Broker: Robert Moses and the Fall of New York,Robert A. Caro,4.51,394720245,1344,7/12/75,Vintage,
1117,The Power Broker: A Novel (Christian Gillette  #3),Stephen W. Frey,3.75,345480600,320,7/25/06,Ballantine Books,
1120,Body For Life: 12 Weeks to Mental and Physical Strength,Bill Phillips/Michael D'Orso,3.74,60193395,201,6/10/99,HarperCollins Publishers  Inc.,
1121,Body for Life for Women: A Woman's Plan for Physical and Mental Transformation,Pamela Peeke/Cindy Crawford,3.65,1579546013,288,4/1/05,Rodale Books,
1123,Eating for Life: Your Guide to Great Health  Fat Loss and Increased Energy!,Bill Phillips,3.95,972018417,405,11/26/03,High Point Media,
1130,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,4.13,471743674,245,10/1/05,John Wiley & Sons,
1138,The Warren Buffett CEO: Secrets from the Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,4.07,471430455,432,4/18/03,Wiley,
1164,Monkey Business: True Story of the Scopes Trial,Marvin N. Olasky/John R. Perry,3.15,805431578,368,5/15/05,B Books,
1167,Junie B. Jones and a Little Monkey Business (Junie B. Jones  #2),Barbara Park/Denise Brunkus,3.99,679838864,68,2/16/93,Random House Books for Young Readers,
1169,Monkey Business,Sarah Mlynowski,3.67,373250711,392,9/24/04,Red Dress Ink,
1171,Liar's Poker,Michael   Lewis,4.15,140143459,256,10/1/90,Penguin Books,
1177,Liar's Poker: A Harry Garnish Mystery,Frank McConnell,3.31,802732291,214,6/1/93,Walker & Company,
1188,Risotto: 30 Simply Delicious Vegetarian Recipes from an Italian Kitchen,Ursula Ferrigno/Jason Lowe/Maxine  Clark,4.08,1841721476,64,3/1/01,Ryland Peters & Small,
1191,Giada's Family Dinners,Giada De Laurentiis/Victoria Pearson,3.96,030723827X,256,4/4/06,Clarkson Potter,
1192,Everyday Italian: 125 Simple and Delicious Recipes,Giada De Laurentiis,3.95,1400052580,256,2/22/05,Clarkson Potter,
1193,Everyday Pasta,Giada De Laurentiis/Victoria Pearson,4.09,307346587,240,4/3/07,Clarkson Potter,
1196,Tyler's Ultimate: Brilliant Simple Food to Make Any Time,Tyler Florence/Petrina Tinslay,4.09,1400052386,256,9/26/06,Clarkson Potter,
1197,Tyler Florence's Real Kitchen: An Indespensible Guide for Anybody Who Likes to Cook,Tyler Florence/JoAnn Cianciulli/Bill Bettencourt/Bobby Flay,4.06,609609971,304,3/25/03,Clarkson Potter Publishers,
1198,Eat This Book: Cooking with Global Fresh Flavors,Tyler Florence/Petrina Tinslay,3.92,1400052378,287,10/1/04,Clarkson Potter Publishers,
1202,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61234001,320,10/17/06,William Morrow,
1204,Freakonomics: Un economista políticamente incorrecto explora el lado oculto de lo que nos afecta,Steven D. Levitt/Stephen J. Dubner,3.97,8466625127,250,8/1/06,Ediciones B,
1206,Freakonomics: A Rogue Economist Explores the Hidden Side of Everything,Steven D. Levitt/Stephen J. Dubner,3.97,61245135,496,12/8/06,Harper,
1218,The Last Assassin (John Rain  #5),Barry Eisler,4.27,399153594,338,6/1/06,Putnam Publishing Group,
1226,Life of Pi,Yann Martel,3.91,156030209,401,5/3/04,Mariner Books / Harvest Books,
1230,L'Histoire de Pi,Yann Martel/Nicole Martel/Emile Martel,3.91,828808392,448,11/24/05,Gallimard,
1234,Shadows and Wind: A View of Modern Vietnam,Robert Templer,3.49,140285970,400,9/1/99,Penguin Books,
1241,A Million Little Pieces,James Frey,3.65,307276902,515,9/22/05,Anchor Books,
1242,A Million Little Pieces of Feces,Python Bonkers,3.56,1411677315,256,2/10/06,Lulu.com,
1243,A Million Little Lies,James Pinocchio/Pablo Fenjves,3.41,61171468,191,3/28/06,William Morrow Paperbacks,
1246,The Leadership Challenge,James M. Kouzes/Barry Z. Posner,4.05,787968331,458,8/7/03,Jossey-Bass,
1252,Lincoln on Leadership: Executive Strategies for Tough Times,Donald T. Phillips,4.14,446394599,193,2/1/93,Business Plus,
1255,Leadership in Organizations,Gary Yukl,3.68,131494848,542,7/7/05,Prentice Hall,
1265,Leadership,Rudolph W. Giuliani,3.72,316861014,397,10/1/02,Little  Brown,
1274,Men Are from Mars  Women Are from Venus,John Gray,3.55,60574216,368,4/3/12,Harper Paperbacks,
1276,Mars and Venus Book of Days: 365 Inspriations to Enrich Your Relationships,John Gray,3.62,60192771,368,10/21/98,Harper,
1281,Men Are from Mars  Women Are from Venus,John Gray,3.55,006123205X,2,4/3/07,HarperAudio,
1290,How to Succeed with Women,Ron  Louis/David Copeland,3.76,735200300,320,10/29/98,Prentice Hall Press,
1295,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,553381679,512,6/25/02,Bantam,
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,517542021,468,5/4/80,Crown Publishing Group,
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,393324818,317,3/17/04,W. W. Norton  Company,
1302,Juiced Official Strategy Guide,Doug Walsh,0,744005612,112,6/1/05,BradyGames,
1303,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,140280197,452,9/1/00,Penguin (Business),
1305,Gates of Fire,Steven Pressfield,4.42,055338368X,392,9/27/05,Bantam,
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,553295411,414,3/1/92,Spectra Books,
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,812590104,721,6/18/01,Tor Classics,
1315,The Afghan Campaign,Steven Pressfield,3.96,038551641X,354,7/1/06,Doubleday Books,
1317,Tides of War,Steven Pressfield,3.9,553381393,448,8/28/01,Bantam,
1318,Last of the Amazons,Steven Pressfield,3.76,553382047,400,7/1/03,Bantam,
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4,446691437,168,4/1/03,Warner Books,
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,826413013,176,5/30/02,Continuum,
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,811701646,340,4/24/06,Stackpole Books,
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,140442758,160,1/30/73,Penguin Classics,
1327,Phaedrus,Plato/Robin Waterfield,3.92,192802771,128,1/16/03,Oxford University Press  USA,
1328,Phaedrus,Plato/C.J. Rowe,3.92,140449744,176,8/25/05,Penguin Classics,
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,879756322,157,12/1/91,Prometheus Books,
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,189031823X,125,2/11/19,St. Augustines Press,
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,872207889,272,6/15/06,Hackett Publishing Company  Inc.,
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,801435307,233,9/1/98,Cornell University Press,
1351,Statesman,Plato/C.J. Rowe,3.85,872204626,128,3/15/99,Hackett Publishing Company  Inc.,
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,140449043,208,1/29/04,Penguin Classics,
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140449086,716,1/30/03,Penguin Books,
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,140446389,622,9/1/54,Penguin Classics,
1364,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,879757779,613,11/1/92,Prometheus Books,
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,192824252,772,11/19/98,Oxford University Press,
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,140440348,653,8/30/70,Penguin Classics,
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,393959465,464,1/17/92,W.W. Norton & Company,
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,375400613,816,3/25/97,Everyman's Library 234,
1369,The History,Herodotus/Peter Grene,3.99,226327701,710,3/14/87,University of Chicago Press,
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,140275363,683,4/29/99,Penguin Classics,
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,872203522,574,3/12/97,Hackett Publishing Company  Inc.,
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,374529051,588,4/3/04,Farrar  Straus and Giroux,
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,147712556,1556,11/1/99,Penguin Classics,
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,140447946,462,1/30/03,Penguin Classics,
1377,The Iliad,Homer/W.H.D. Rouse,3.86,451527372,312,8/1/99,Signet Classics,
